x            y_obs        weight       y_calc       y_bkg        
79.5         16.0         0.0625       11.509       1.0          
79.51        7.937        0.12599      11.469       1.0          
79.52        15.856       0.06307      11.428       1.0          
79.53        9.0          0.11111      11.387       1.0          
79.54        14.693       0.06806      11.346       1.0          
79.55        7.0          0.14286      11.305       1.0          
79.56        13.526       0.07393      11.263       1.0          
79.57        10.0         0.1          11.221       1.0          
79.58        15.0         0.06667      11.178       1.0          
79.59        10.271       0.09736      11.135       1.0          
79.6         11.185       0.08941      11.092       1.0          
79.61        9.0          0.11111      11.049       1.0          
79.62        12.0         0.08333      11.005       1.0          
79.63        7.923        0.12622      10.961       1.0          
79.64        13.834       0.07228      10.917       1.0          
79.65        9.0          0.11111      10.873       1.0          
79.66        11.657       0.08579      10.828       1.0          
79.67        8.567        0.11673      10.783       1.0          
79.68        13.0         0.07692      10.738       1.0          
79.69        5.387        0.18565      10.693       1.0          
79.7         12.0         0.08333      10.648       1.0          
79.71        1.205        0.83003      10.602       1.0          
79.72        13.0         0.07692      10.557       1.0          
79.73        7.022        0.14241      10.511       1.0          
79.74        12.0         0.08333      10.465       1.0          
79.75        8.0          0.125        10.419       1.0          
79.76        22.0         0.04545      10.373       1.0          
79.77        6.0          0.16667      10.326       1.0          
79.78        10.56        0.0947       10.28        1.0          
79.79        8.0          0.125        10.234       1.0          
79.8         13.0         0.07692      10.187       1.0          
79.81        9.0          0.11111      10.14        1.0          
79.82        11.0         0.09091      10.094       1.0          
79.83        10.0         0.1          10.047       1.0          
79.84        11.001       0.0909       10.0         1.0          
79.85        6.0          0.16667      9.954        1.0          
79.86        13.814       0.07239      9.907        1.0          
79.87        8.0          0.125        9.86         1.0          
79.88        13.627       0.07338      9.813        1.0          
79.89        8.0          0.125        9.767        1.0          
79.9         14.44        0.06925      9.72         1.0          
79.91        9.0          0.11111      9.673        1.0          
79.92        12.254       0.08161      9.627        1.0          
79.93        6.16         0.16233      9.58         1.0          
79.94        10.0         0.1          9.534        1.0          
79.95        4.0          0.25         9.487        1.0          
79.96        16.0         0.0625       9.441        1.0          
79.97        5.0          0.2          9.395        1.0          
79.98        11.697       0.0855       9.348        1.0          
79.99        6.0          0.16667      9.302        1.0          
80.0         9.512        0.10513      9.256        1.0          
80.01        5.0          0.2          9.21         1.0          
80.02        14.0         0.07143      9.164        1.0          
80.03        8.0          0.125        9.119        1.0          
80.04        10.0         0.1          9.073        1.0          
80.05        7.055        0.14174      9.028        1.0          
80.06        10.0         0.1          8.982        1.0          
80.07        8.0          0.125        8.937        1.0          
80.08        10.0         0.1          8.892        1.0          
80.09        7.0          0.14286      8.847        1.0          
80.1         13.605       0.0735       8.802        1.0          
80.11        1.516        0.65983      8.758        1.0          
80.12        15.0         0.06667      8.713        1.0          
80.13        7.338        0.13627      8.669        1.0          
80.14        10.25        0.09756      8.625        1.0          
80.15        4.162        0.24026      8.581        1.0          
80.16        10.075       0.09926      8.537        1.0          
80.17        6.988        0.14311      8.494        1.0          
80.18        8.901        0.11235      8.45         1.0          
80.19        5.0          0.2          8.407        1.0          
80.2         12.729       0.07856      8.364        1.0          
80.21        6.643        0.15053      8.322        1.0          
80.22        11.0         0.09091      8.279        1.0          
80.23        3.473        0.28791      8.237        1.0          
80.24        9.389        0.10651      8.195        1.0          
80.25        5.305        0.1885       8.153        1.0          
80.26        11.0         0.09091      8.111        1.0          
80.27        2.139        0.4676       8.069        1.0          
80.28        8.056        0.12413      8.028        1.0          
80.29        6.974        0.14339      7.987        1.0          
80.3         12.892       0.07757      7.946        1.0          
80.31        6.811        0.14683      7.905        1.0          
80.32        8.0          0.125        7.865        1.0          
80.33        7.0          0.14286      7.825        1.0          
80.34        8.57         0.11669      7.785        1.0          
80.35        7.49         0.13351      7.745        1.0          
80.36        14.411       0.06939      7.706        1.0          
80.37        7.333        0.13638      7.666        1.0          
80.38        9.255        0.10805      7.627        1.0          
80.39        3.177        0.31477      7.588        1.0          
80.4         8.0          0.125        7.55         1.0          
80.41        4.0          0.25         7.512        1.0          
80.42        8.947        0.11177      7.473        1.0          
80.43        3.0          0.33333      7.436        1.0          
80.44        10.0         0.1          7.398        1.0          
80.45        2.721        0.36747      7.361        1.0          
80.46        10.0         0.1          7.324        1.0          
80.47        7.0          0.14286      7.287        1.0          
80.48        8.5          0.11765      7.25         1.0          
80.49        6.0          0.16667      7.214        1.0          
80.5         11.355       0.08807      7.177        1.0          
80.51        4.283        0.23349      7.141        1.0          
80.52        9.0          0.11111      7.106        1.0          
80.53        5.0          0.2          7.07         1.0          
80.54        8.0          0.125        7.035        1.0          
80.55        5.0          0.19999      7.0          1.0          
80.56        7.931        0.12609      6.965        1.0          
80.57        5.862        0.1706       6.931        1.0          
80.58        7.793        0.12832      6.897        1.0          
80.59        3.725        0.26844      6.863        1.0          
80.6         8.0          0.125        6.829        1.0          
80.61        5.0          0.2          6.795        1.0          
80.62        11.0         0.09091      6.762        1.0          
80.63        6.0          0.16667      6.729        1.0          
80.64        9.392        0.10647      6.696        1.0          
80.65        6.327        0.15805      6.664        1.0          
80.66        8.262        0.12103      6.631        1.0          
80.67        6.0          0.16667      6.599        1.0          
80.68        7.134        0.14016      6.567        1.0          
80.69        5.0          0.2          6.536        1.0          
80.7         9.0          0.11111      6.504        1.0          
80.71        5.0          0.2          6.473        1.0          
80.72        10.884       0.09188      6.442        1.0          
80.73        2.823        0.35427      6.411        1.0          
80.74        13.0         0.07692      6.381        1.0          
80.75        6.0          0.16667      6.351        1.0          
80.76        7.641        0.13087      6.321        1.0          
80.77        3.582        0.27921      6.291        1.0          
80.78        7.522        0.13294      6.261        1.0          
80.79        4.0          0.25         6.232        1.0          
80.8         9.405        0.10632      6.203        1.0          
80.81        5.348        0.187        6.174        1.0          
80.82        7.29         0.13717      6.145        1.0          
80.83        0.233        4.28632      6.117        1.0          
80.84        8.0          0.125        6.088        1.0          
80.85        5.121        0.19528      6.06         1.0          
80.86        12.0         0.08333      6.033        1.0          
80.87        5.01         0.1996       6.005        1.0          
80.88        13.0         0.07692      5.978        1.0          
80.89        4.0          0.25         5.95         1.0          
80.9         7.0          0.14286      5.923        1.0          
80.91        5.0          0.2          5.897        1.0          
80.92        8.0          0.125        5.87         1.0          
80.93        4.0          0.25         5.844        1.0          
80.94        6.635        0.15071      5.818        1.0          
80.95        5.584        0.1791       5.792        1.0          
80.96        14.0         0.07143      5.766        1.0          
80.97        4.481        0.22316      5.741        1.0          
80.98        8.0          0.125        5.715        1.0          
80.99        4.0          0.25         5.69         1.0          
81.0         9.0          0.11111      5.665        1.0          
81.01        3.281        0.30479      5.64         1.0          
81.02        6.232        0.16046      5.616        1.0          
81.03        -0.817       1.0          5.592        1.0          
81.04        6.135        0.163        5.567        1.0          
81.05        4.087        0.24467      5.544        1.0          
81.06        8.0          0.125        5.52         1.0          
81.07        3.992        0.25047      5.496        1.0          
81.08        7.0          0.14286      5.473        1.0          
81.09        1.899        0.52649      5.45         1.0          
81.1         7.853        0.12733      5.427        1.0          
81.11        4.0          0.25         5.404        1.0          
81.12        7.762        0.12883      5.381        1.0          
81.13        0.718        1.39362      5.359        1.0          
81.14        7.673        0.13033      5.337        1.0          
81.15        5.0          0.2          5.314        1.0          
81.16        10.585       0.09447      5.292        1.0          
81.17        -1.458       1.0          5.271        1.0          
81.18        11.0         0.09091      5.249        1.0          
81.19        2.0          0.5          5.228        1.0          
81.2         7.413        0.1349       5.207        1.0          
81.21        3.371        0.29664      5.186        1.0          
81.22        7.329        0.13644      5.165        1.0          
81.23        1.0          1.0          5.144        1.0          
81.24        7.0          0.14286      5.123        1.0          
81.25        4.0          0.25         5.103        1.0          
81.26        6.0          0.16667      5.083        1.0          
81.27        3.0          0.33333      5.063        1.0          
81.28        6.0          0.16667      5.043        1.0          
81.29        4.046        0.24714      5.023        1.0          
81.3         7.007        0.14271      5.004        1.0          
81.31        3.968        0.252        4.984        1.0          
81.32        7.0          0.14286      4.965        1.0          
81.33        4.0          0.25         4.946        1.0          
81.34        6.0          0.16667      4.927        1.0          
81.35        1.0          1.0          4.908        1.0          
81.36        5.0          0.2          4.889        1.0          
81.37        1.742        0.57409      4.871        1.0          
81.38        5.705        0.17528      4.853        1.0          
81.39        1.669        0.59922      4.834        1.0          
81.4         8.0          0.125        4.816        1.0          
81.41        3.0          0.33333      4.798        1.0          
81.42        9.0          0.11111      4.781        1.0          
81.43        2.526        0.39585      4.763        1.0          
81.44        6.491        0.15405      4.746        1.0          
81.45        2.0          0.5          4.728        1.0          
81.46        9.0          0.11111      4.711        1.0          
81.47        4.388        0.22788      4.694        1.0          
81.48        7.0          0.14286      4.677        1.0          
81.49        4.0          0.25         4.66         1.0          
81.5         6.0          0.16667      4.644        1.0          
81.51        3.0          0.33333      4.627        1.0          
81.52        7.0          0.14286      4.611        1.0          
81.53        4.0          0.25         4.595        1.0          
81.54        5.157        0.19391      4.579        1.0          
81.55        2.125        0.47054      4.563        1.0          
81.56        7.094        0.14097      4.547        1.0          
81.57        4.0          0.25         4.531        1.0          
81.58        5.0          0.2          4.515        1.0          
81.59        2.0          0.5          4.5          1.0          
81.6         5.969        0.16752      4.485        1.0          
81.61        2.0          0.5          4.469        1.0          
81.62        6.0          0.16667      4.454        1.0          
81.63        3.879        0.25781      4.439        1.0          
81.64        5.0          0.2          4.425        1.0          
81.65        3.82         0.26181      4.41         1.0          
81.66        8.0          0.125        4.395        1.0          
81.67        4.0          0.25         4.381        1.0          
81.68        5.0          0.2          4.366        1.0          
81.69        1.704        0.5868       4.352        1.0          
81.7         5.676        0.17618      4.338        1.0          
81.71        1.648        0.60686      4.324        1.0          
81.72        4.62         0.21645      4.31         1.0          
81.73        3.592        0.27837      4.296        1.0          
81.74        7.0          0.14286      4.283        1.0          
81.75        3.0          0.33333      4.269        1.0          
81.76        6.511        0.15359      4.255        1.0          
81.77        1.0          1.0          4.242        1.0          
81.78        7.458        0.13409      4.229        1.0          
81.79        3.0          0.33333      4.216        1.0          
81.8         4.405        0.227        4.203        1.0          
81.81        2.379        0.42027      4.19         1.0          
81.82        7.354        0.13598      4.177        1.0          
81.83        3.0          0.33333      4.164        1.0          
81.84        6.0          0.16667      4.152        1.0          
81.85        4.0          0.25         4.139        1.0          
81.86        5.0          0.2          4.127        1.0          
81.87        0.229        4.37605      4.114        1.0          
81.88        6.204        0.16118      4.102        1.0          
81.89        3.18         0.31448      4.09         1.0          
81.9         6.156        0.16245      4.078        1.0          
81.91        1.0          1.0          4.066        1.0          
81.92        7.108        0.14068      4.054        1.0          
81.93        1.085        0.92185      4.042        1.0          
81.94        5.061        0.19757      4.031        1.0          
81.95        1.038        0.96303      4.019        1.0          
81.96        5.015        0.19938      4.008        1.0          
81.97        1.993        0.50182      3.996        1.0          
81.98        9.0          0.11111      3.985        1.0          
81.99        0.948        1.05502      3.974        1.0          
82.0         4.926        0.20302      3.963        1.0          
82.01        3.904        0.25617      3.952        1.0          
82.02        5.882        0.17001      3.941        1.0          
82.03        0.86         1.16252      3.93         1.0          
82.04        6.0          0.16667      3.919        1.0          
82.05        2.817        0.35493      3.909        1.0          
82.06        6.796        0.14714      3.898        1.0          
82.07        2.775        0.36031      3.888        1.0          
82.08        7.0          0.14286      3.877        1.0          
82.09        2.0          0.5          3.867        1.0          
82.1         5.0          0.2          3.857        1.0          
82.11        3.0          0.33333      3.847        1.0          
82.12        4.673        0.21399      3.837        1.0          
82.13        -0.347       1.0          3.827        1.0          
82.14        5.633        0.17751      3.817        1.0          
82.15        2.0          0.5          3.807        1.0          
82.16        6.0          0.16667      3.797        1.0          
82.17        2.575        0.38836      3.787        1.0          
82.18        5.0          0.2          3.778        1.0          
82.19        0.537        1.86301      3.768        1.0          
82.2         7.0          0.14286      3.759        1.0          
82.21        1.0          1.0          3.75         1.0          
82.22        8.0          0.125        3.74         1.0          
82.23        3.462        0.28883      3.731        1.0          
82.24        6.444        0.15518      3.722        1.0          
82.25        2.0          0.5          3.713        1.0          
82.26        7.0          0.14286      3.704        1.0          
82.27        2.0          0.5          3.695        1.0          
82.28        5.0          0.2          3.686        1.0          
82.29        1.0          1.0          3.678        1.0          
82.3         4.0          0.25         3.669        1.0          
82.31        1.32         0.75731      3.66         1.0          
82.32        5.303        0.18856      3.652        1.0          
82.33        2.0          0.5          3.643        1.0          
82.34        4.0          0.25         3.635        1.0          
82.35        3.0          0.33333      3.626        1.0          
82.36        4.236        0.23605      3.618        1.0          
82.37        3.0          0.33333      3.61         1.0          
82.38        6.204        0.16119      3.602        1.0          
82.39        2.188        0.4571       3.594        1.0          
82.4         10.0         0.1          3.586        1.0          
82.41        1.0          1.0          3.578        1.0          
82.42        5.0          0.2          3.57         1.0          
82.43        3.0          0.33333      3.562        1.0          
82.44        4.0          0.25         3.555        1.0          
82.45        3.094        0.32323      3.547        1.0          
82.46        6.079        0.16451      3.539        1.0          
82.47        3.0          0.33333      3.532        1.0          
82.48        4.049        0.247        3.524        1.0          
82.49        3.034        0.32963      3.517        1.0          
82.5         6.019        0.16614      3.509        1.0          
82.51        0.004        226.82324    3.502        1.0          
82.52        4.99         0.2004       3.495        1.0          
82.53        1.0          1.0          3.488        1.0          
82.54        3.961        0.25244      3.481        1.0          
82.55        1.0          1.0          3.474        1.0          
82.56        4.933        0.2027       3.467        1.0          
82.57        1.0          1.0          3.46         1.0          
82.58        3.906        0.25603      3.453        1.0          
82.59        3.0          0.33333      3.446        1.0          
82.6         4.879        0.20498      3.439        1.0          
82.61        0.865        1.15574      3.433        1.0          
82.62        4.852        0.2061       3.426        1.0          
82.63        2.839        0.35226      3.419        1.0          
82.64        4.826        0.20722      3.413        1.0          
82.65        2.0          0.5          3.406        1.0          
82.66        5.0          0.2          3.4          1.0          
82.67        1.0          1.0          3.394        1.0          
82.68        4.0          0.25         3.387        1.0          
82.69        2.0          0.5          3.381        1.0          
82.7         3.75         0.26668      3.375        1.0          
82.71        2.738        0.36529      3.369        1.0          
82.72        5.0          0.2          3.363        1.0          
82.73        2.0          0.5          3.357        1.0          
82.74        5.701        0.1754       3.351        1.0          
82.75        3.0          0.33333      3.345        1.0          
82.76        5.678        0.17612      3.339        1.0          
82.77        2.666        0.37507      3.333        1.0          
82.78        5.655        0.17685      3.327        1.0          
82.79        1.643        0.60856      3.322        1.0          
82.8         3.632        0.27534      3.316        1.0          
82.81        2.621        0.38158      3.31         1.0          
82.82        5.61         0.17827      3.305        1.0          
82.83        2.599        0.38483      3.299        1.0          
82.84        5.588        0.17897      3.294        1.0          
82.85        3.0          0.33333      3.288        1.0          
82.86        6.0          0.16667      3.283        1.0          
82.87        1.555        0.6429       3.278        1.0          
82.88        3.545        0.28209      3.272        1.0          
82.89        3.0          0.33333      3.267        1.0          
82.9         4.524        0.22104      3.262        1.0          
82.91        2.0          0.5          3.257        1.0          
82.92        3.504        0.2854       3.252        1.0          
82.93        3.0          0.33333      3.247        1.0          
82.94        6.484        0.15423      3.242        1.0          
82.95        3.0          0.33333      3.237        1.0          
82.96        4.464        0.224        3.232        1.0          
82.97        3.0          0.33333      3.227        1.0          
82.98        6.0          0.16667      3.222        1.0          
82.99        2.0          0.5          3.218        1.0          
83.0         4.426        0.22593      3.213        1.0          
83.01        2.0          0.5          3.208        1.0          
83.02        4.408        0.22688      3.204        1.0          
83.03        3.0          0.33333      3.199        1.0          
83.04        3.389        0.29503      3.195        1.0          
83.05        2.0          0.5          3.19         1.0          
83.06        4.0          0.25         3.186        1.0          
83.07        -0.637       1.0          3.181        1.0          
83.08        4.0          0.25         3.177        1.0          
83.09        2.346        0.42632      3.173        1.0          
83.1         4.0          0.25         3.169        1.0          
83.11        2.0          0.5          3.164        1.0          
83.12        4.0          0.25         3.16         1.0          
83.13        2.0          0.5          3.156        1.0          
83.14        4.304        0.23234      3.152        1.0          
83.15        3.0          0.33333      3.148        1.0          
83.16        4.288        0.23321      3.144        1.0          
83.17        3.0          0.33333      3.14         1.0          
83.18        5.272        0.18967      3.136        1.0          
83.19        1.265        0.7908       3.132        1.0          
83.2         4.257        0.23491      3.128        1.0          
83.21        0.0          1.0          3.125        1.0          
83.22        4.0          0.25         3.121        1.0          
83.23        2.234        0.44753      3.117        1.0          
83.24        4.227        0.23657      3.114        1.0          
83.25        1.0          1.0          3.11         1.0          
83.26        4.213        0.23737      3.106        1.0          
83.27        3.0          0.33333      3.103        1.0          
83.28        6.199        0.16132      3.099        1.0          
83.29        3.0          0.33333      3.096        1.0          
83.3         7.0          0.14286      3.092        1.0          
83.31        3.0          0.33333      3.089        1.0          
83.32        5.172        0.19337      3.086        1.0          
83.33        -0.835       1.0          3.082        1.0          
83.34        4.158        0.24047      3.079        1.0          
83.35        1.152        0.86803      3.076        1.0          
83.36        7.0          0.14286      3.073        1.0          
83.37        1.0          1.0          3.07         1.0          
83.38        4.133        0.24194      3.067        1.0          
83.39        0.0          1.0          3.064        1.0          
83.4         5.0          0.2          3.061        1.0          
83.41        0.115        8.68878      3.058        1.0          
83.42        3.109        0.32163      3.055        1.0          
83.43        1.0          1.0          3.052        1.0          
83.44        3.098        0.32282      3.049        1.0          
83.45        2.092        0.47801      3.046        1.0          
83.46        4.086        0.24471      3.043        1.0          
83.47        1.0          1.0          3.04         1.0          
83.48        4.075        0.24537      3.038        1.0          
83.49        2.07         0.48306      3.035        1.0          
83.5         5.065        0.19744      3.032        1.0          
83.51        3.0          0.33333      3.03         1.0          
83.52        4.055        0.24664      3.027        1.0          
83.53        1.049        0.95288      3.025        1.0          
83.54        4.044        0.24725      3.022        1.0          
83.55        0.04         25.27733     3.02         1.0          
83.56        6.0          0.16667      3.017        1.0          
83.57        2.03         0.49262      3.015        1.0          
83.58        5.025        0.19899      3.013        1.0          
83.59        2.0          0.5          3.01         1.0          
83.6         5.0          0.2          3.008        1.0          
83.61        3.0          0.33333      3.006        1.0          
83.62        4.007        0.24955      3.004        1.0          
83.63        1.0          1.0          3.001        1.0          
83.64        3.0          0.33333      2.999        1.0          
83.65        1.0          1.0          2.997        1.0          
83.66        3.0          0.33333      2.995        1.0          
83.67        1.0          1.0          2.993        1.0          
83.68        3.982        0.2511       2.991        1.0          
83.69        2.0          0.5          2.989        1.0          
83.7         6.0          0.16667      2.987        1.0          
83.71        2.0          0.5          2.985        1.0          
83.72        3.0          0.33333      2.984        1.0          
83.73        1.964        0.50925      2.982        1.0          
83.74        4.96         0.20161      2.98         1.0          
83.75        1.957        0.51107      2.978        1.0          
83.76        3.0          0.33333      2.977        1.0          
83.77        1.95         0.51283      2.975        1.0          
83.78        4.947        0.20215      2.973        1.0          
83.79        -0.056       1.0          2.972        1.0          
83.8         3.0          0.33333      2.97         1.0          
83.81        2.0          0.5          2.969        1.0          
83.82        4.934        0.20266      2.967        1.0          
83.83        1.932        0.51773      2.966        1.0          
83.84        5.0          0.2          2.964        1.0          
83.85        2.0          0.5          2.963        1.0          
83.86        4.0          0.25         2.962        1.0          
83.87        -0.079       1.0          2.96         1.0          
83.88        6.0          0.16667      2.959        1.0          
83.89        2.0          0.5          2.958        1.0          
83.9         3.913        0.25555      2.957        1.0          
83.91        0.911        1.09787      2.955        1.0          
83.92        3.0          0.33333      2.954        1.0          
83.93        1.0          1.0          2.953        1.0          
83.94        6.0          0.16667      2.952        1.0          
83.95        1.902        0.5257       2.951        1.0          
83.96        3.9          0.2564       2.95         1.0          
83.97        1.0          1.0          2.949        1.0          
83.98        4.0          0.25         2.948        1.0          
83.99        2.895        0.34546      2.947        1.0          
84.0         5.0          0.2          2.946        1.0          
84.01        0.891        1.12192      2.946        1.0          
84.02        6.0          0.16667      2.945        1.0          
84.03        1.888        0.52959      2.944        1.0          
84.04        3.0          0.33333      2.943        1.0          
84.05        2.0          0.5          2.943        1.0          
84.06        4.884        0.20474      2.942        1.0          
84.07        2.883        0.34687      2.941        1.0          
84.08        7.0          0.14286      2.941        1.0          
84.09        2.881        0.34714      2.94         1.0          
84.1         3.0          0.33333      2.94         1.0          
84.11        1.0          1.0          2.939        1.0          
84.12        3.0          0.33333      2.939        1.0          
84.13        2.0          0.5          2.939        1.0          
84.14        3.876        0.25797      2.938        1.0          
84.15        1.0          1.0          2.938        1.0          
84.16        3.0          0.33333      2.938        1.0          
84.17        1.875        0.53345      2.937        1.0          
84.18        3.874        0.25812      2.937        1.0          
84.19        -0.126       1.0          2.937        1.0          
84.2         3.873        0.25817      2.937        1.0          
84.21        1.873        0.53384      2.937        1.0          
84.22        3.0          0.33333      2.937        1.0          
84.23        1.0          1.0          2.936        1.0          
84.24        4.0          0.25         2.936        1.0          
84.25        -0.127       1.0          2.936        1.0          
84.26        5.873        0.17027      2.937        1.0          
84.27        1.0          1.0          2.937        1.0          
84.28        4.874        0.20519      2.937        1.0          
84.29        0.874        1.14436      2.937        1.0          
84.3         3.874        0.25811      2.937        1.0          
84.31        -1.125       1.0          2.937        1.0          
84.32        4.0          0.25         2.938        1.0          
84.33        0.0          1.0          2.938        1.0          
84.34        3.0          0.33333      2.938        1.0          
84.35        2.0          0.5          2.939        1.0          
84.36        4.0          0.25         2.939        1.0          
84.37        1.879        0.53218      2.94         1.0          
84.38        3.0          0.33333      2.94         1.0          
84.39        1.881        0.53161      2.941        1.0          
84.4         5.0          0.2          2.941        1.0          
84.41        2.0          0.5          2.942        1.0          
84.42        5.0          0.2          2.942        1.0          
84.43        1.0          1.0          2.943        1.0          
84.44        4.887        0.20461      2.944        1.0          
84.45        -3.111       1.0          2.944        1.0          
84.46        3.0          0.33333      2.945        1.0          
84.47        2.892        0.34577      2.946        1.0          
84.48        4.894        0.20434      2.947        1.0          
84.49        2.896        0.34535      2.948        1.0          
84.5         3.897        0.25658      2.949        1.0          
84.51        1.0          1.0          2.95         1.0          
84.52        4.901        0.20402      2.951        1.0          
84.53        2.904        0.34441      2.952        1.0          
84.54        3.0          0.33333      2.953        1.0          
84.55        1.908        0.52413      2.954        1.0          
84.56        3.0          0.33333      2.955        1.0          
84.57        1.0          1.0          2.956        1.0          
84.58        3.915        0.25542      2.958        1.0          
84.59        -0.082       1.0          2.959        1.0          
84.6         3.92         0.25508      2.96         1.0          
84.61        1.0          1.0          2.961        1.0          
84.62        4.926        0.20302      2.963        1.0          
84.63        -0.071       1.0          2.964        1.0          
84.64        3.932        0.25435      2.966        1.0          
84.65        1.935        0.51692      2.967        1.0          
84.66        3.0          0.33333      2.969        1.0          
84.67        2.0          0.5          2.97         1.0          
84.68        3.944        0.25355      2.972        1.0          
84.69        1.0          1.0          2.974        1.0          
84.7         4.951        0.20199      2.975        1.0          
84.71        1.954        0.5117       2.977        1.0          
84.72        4.0          0.25         2.979        1.0          
84.73        2.961        0.33767      2.981        1.0          
84.74        5.0          0.2          2.983        1.0          
84.75        2.0          0.5          2.985        1.0          
84.76        3.0          0.33333      2.986        1.0          
84.77        2.977        0.33592      2.988        1.0          
84.78        3.981        0.2512       2.99         1.0          
84.79        1.0          1.0          2.993        1.0          
84.8         5.989        0.16696      2.995        1.0          
84.81        2.0          0.5          2.997        1.0          
84.82        3.998        0.25012      2.999        1.0          
84.83        2.0          0.5          3.001        1.0          
84.84        7.0          0.14286      3.004        1.0          
84.85        1.012        0.98842      3.006        1.0          
84.86        6.0          0.16667      3.008        1.0          
84.87        2.0          0.5          3.011        1.0          
84.88        9.0          0.11111      3.013        1.0          
84.89        3.0          0.33333      3.016        1.0          
84.9         4.0          0.25         3.018        1.0          
84.91        2.0          0.5          3.021        1.0          
84.92        4.047        0.24712      3.023        1.0          
84.93        1.0          1.0          3.026        1.0          
84.94        5.057        0.19773      3.029        1.0          
84.95        0.063        15.8823      3.031        1.0          
84.96        5.0          0.2          3.034        1.0          
84.97        1.074        0.93086      3.037        1.0          
84.98        5.08         0.19685      3.04         1.0          
84.99        2.0          0.5          3.043        1.0          
85.0         5.0          0.2          3.046        1.0          
85.01        0.098        10.20519     3.049        1.0          
85.02        3.104        0.32215      3.052        1.0          
85.03        3.0          0.33333      3.055        1.0          
85.04        6.117        0.16349      3.058        1.0          
85.05        2.0          0.5          3.062        1.0          
85.06        4.0          0.25         3.065        1.0          
85.07        2.0          0.5          3.068        1.0          
85.08        6.143        0.16278      3.072        1.0          
85.09        3.0          0.33333      3.075        1.0          
85.1         5.0          0.2          3.078        1.0          
85.11        3.0          0.33333      3.082        1.0          
85.12        3.171        0.31536      3.085        1.0          
85.13        3.0          0.33333      3.089        1.0          
85.14        3.185        0.31393      3.093        1.0          
85.15        2.0          0.5          3.096        1.0          
85.16        5.2          0.19229      3.1          1.0          
85.17        0.0          1.0          3.104        1.0          
85.18        3.216        0.31097      3.108        1.0          
85.19        3.0          0.33333      3.112        1.0          
85.2         4.231        0.23633      3.116        1.0          
85.21        1.239        0.80682      3.12         1.0          
85.22        3.248        0.30792      3.124        1.0          
85.23        2.256        0.4433       3.128        1.0          
85.24        5.0          0.2          3.132        1.0          
85.25        0.273        3.66902      3.136        1.0          
85.26        5.281        0.18935      3.141        1.0          
85.27        2.0          0.5          3.145        1.0          
85.28        4.0          0.25         3.149        1.0          
85.29        1.0          1.0          3.154        1.0          
85.3         5.0          0.2          3.158        1.0          
85.31        2.325        0.43003      3.163        1.0          
85.32        4.335        0.2307       3.167        1.0          
85.33        3.0          0.33333      3.172        1.0          
85.34        3.353        0.29821      3.177        1.0          
85.35        1.0          1.0          3.181        1.0          
85.36        4.372        0.2287       3.186        1.0          
85.37        3.0          0.33333      3.191        1.0          
85.38        10.0         0.1          3.196        1.0          
85.39        0.402        2.48698      3.201        1.0          
85.4         3.412        0.29307      3.206        1.0          
85.41        3.0          0.33333      3.211        1.0          
85.42        4.433        0.22559      3.216        1.0          
85.43        1.443        0.69291      3.222        1.0          
85.44        5.454        0.18336      3.227        1.0          
85.45        1.0          1.0          3.232        1.0          
85.46        5.475        0.18264      3.238        1.0          
85.47        2.486        0.40222      3.243        1.0          
85.48        3.497        0.28594      3.249        1.0          
85.49        3.0          0.33333      3.254        1.0          
85.5         5.52         0.18117      3.26         1.0          
85.51        2.531        0.39508      3.266        1.0          
85.52        3.543        0.28227      3.271        1.0          
85.53        3.0          0.33333      3.277        1.0          
85.54        3.566        0.28041      3.283        1.0          
85.55        3.0          0.33333      3.289        1.0          
85.56        3.59         0.27854      3.295        1.0          
85.57        3.0          0.33333      3.301        1.0          
85.58        4.615        0.2167       3.307        1.0          
85.59        -1.373       1.0          3.314        1.0          
85.6         3.64         0.27475      3.32         1.0          
85.61        1.0          1.0          3.326        1.0          
85.62        6.665        0.15003      3.333        1.0          
85.63        2.0          0.5          3.339        1.0          
85.64        5.691        0.1757       3.346        1.0          
85.65        3.0          0.33333      3.352        1.0          
85.66        4.718        0.21195      3.359        1.0          
85.67        1.732        0.57751      3.366        1.0          
85.68        3.745        0.267        3.373        1.0          
85.69        2.759        0.36244      3.38         1.0          
85.7         5.0          0.2          3.387        1.0          
85.71        3.0          0.33333      3.394        1.0          
85.72        4.0          0.25         3.401        1.0          
85.73        -0.184       1.0          3.408        1.0          
85.74        5.0          0.2          3.415        1.0          
85.75        2.0          0.5          3.422        1.0          
85.76        4.86         0.20577      3.43         1.0          
85.77        3.0          0.33333      3.437        1.0          
85.78        4.89         0.2045       3.445        1.0          
85.79        0.905        1.10469      3.453        1.0          
85.8         6.0          0.16667      3.46         1.0          
85.81        2.936        0.34057      3.468        1.0          
85.82        4.952        0.20194      3.476        1.0          
85.83        3.0          0.33333      3.484        1.0          
85.84        4.984        0.20064      3.492        1.0          
85.85        3.0          0.33333      3.5          1.0          
85.86        4.0          0.25         3.508        1.0          
85.87        1.033        0.96799      3.517        1.0          
85.88        6.05         0.1653       3.525        1.0          
85.89        2.0          0.5          3.533        1.0          
85.9         5.084        0.19671      3.542        1.0          
85.91        2.0          0.5          3.55         1.0          
85.92        4.118        0.24283      3.559        1.0          
